,ISO Date,ISO3 codes,COVID 19 Event,Conflict Event,Perpetrator category,Weapons use,Total health worker killed,Total health worker kidnapped,Deprivation of Liberty,Total health worker arrested,Total health worker threatened,Total health worker injured,Total health worker assaulted,Total health worker discriminated against,Total health worker sexual violence,Total health worker missing,Total health worker tortured
654,2020-06-24 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,2020-06-24 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,2020-06-26 00:00:00,CHL,COVIDEvent,NotApplicable,civilian,Firearm,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
657,2020-06-26 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,2020-06-26 00:00:00,SSD,NotApplicable,ConflictEvent,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,2020-06-26 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,2020-06-27 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,2020-06-27 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,2020-06-27 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
663,2020-06-27 00:00:00,SSD,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,2020-06-28 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,2020-06-28 00:00:00,SSD,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,2020-06-28 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,2020-06-29 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,2020-06-29 00:00:00,PHL,COVIDEvent,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
669,2020-06-30 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
670,2020-07-01 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,2020-07-01 00:00:00,NGA,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,2020-07-01 00:00:00,SSD,NotApplicable,ConflictEvent,noinformation,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,2020-07-01 00:00:00,UGA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,2020-07-01 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,2020-07-02 00:00:00,IRQ,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,2020-07-02 00:00:00,LBY,NotApplicable,ConflictEvent,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
677,2020-07-02 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
678,2020-07-02 00:00:00,TUN,COVIDEvent,NotApplicable,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,2020-07-03 00:00:00,BGD,COVIDEvent,NotApplicable,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,2020-07-03 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,2020-07-03 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,2020-07-03 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,2020-07-04 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,2020-07-04 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,2020-07-04 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,2020-07-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,2020-07-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,2020-07-05 00:00:00,SYR,NotApplicable,ConflictEvent,civilian,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
689,2020-07-05 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,2020-07-06 00:00:00,CMR,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,2020-07-06 00:00:00,CMR,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
692,2020-07-06 00:00:00,COD,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,2020-07-06 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,2020-07-06 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,2020-07-06 00:00:00,NGA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,2020-07-06 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,2020-07-06 00:00:00,SYR,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
699,2020-07-07 00:00:00,NER,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,2020-07-08 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,2020-07-08 00:00:00,COD,NotApplicable,ConflictEvent,multiple,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
702,2020-07-08 00:00:00,COD,COVIDEvent,NotApplicable,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,2020-07-08 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
704,2020-07-08 00:00:00,PAK,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
705,2020-07-09 00:00:00,CMR,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,NoInformation ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,2020-07-09 00:00:00,GNQ,NotApplicable,ConflictEvent,stateforces,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,2020-07-09 00:00:00,PHL,NotApplicable,ConflictEvent,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,2020-07-10 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,2020-07-10 00:00:00,VEN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,2020-07-11 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,2020-07-11 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
712,2020-07-11 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,2020-07-12 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,NoInformation,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,2020-07-12 00:00:00,SYR,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
715,2020-07-13 00:00:00,MOZ,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,2020-07-13 00:00:00,SSD,NotApplicable,ConflictEvent,noinformation,NoInformation,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,2020-07-13 00:00:00,UKR,NotApplicable,ConflictEvent,noinformation,NoInformation,1.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
718,2020-07-14 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,2020-07-14 00:00:00,SYR,NotApplicable,ConflictEvent,stateforces,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,2020-07-15 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,2020-07-15 00:00:00,NGA,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,2020-07-16 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
724,2020-07-16 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
725,2020-07-17 00:00:00,NGA,NotApplicable,ConflictEvent,noinformation,NoWeapons,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,2020-07-17 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
727,2020-07-17 00:00:00,SSD,NotApplicable,ConflictEvent,noinformation,NoInformation,3.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
728,2020-07-18 00:00:00,NGA,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,2020-07-18 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,2020-07-19 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,2020-07-20 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
732,2020-07-20 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,2020-07-21 00:00:00,CMR,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,2020-07-21 00:00:00,COD,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,2020-07-21 00:00:00,PSE,COVIDEvent,ConflictEvent,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,2020-07-22 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
737,2020-07-22 00:00:00,IND,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738,2020-07-23 00:00:00,PAK,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,2020-07-23 00:00:00,SYR,NotApplicable,ConflictEvent,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,2020-07-24 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,2020-07-24 00:00:00,MEX,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,2020-07-25 00:00:00,YEM,NotApplicable,ConflictEvent,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,2020-07-26 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,2020-07-27 00:00:00,COD,NotApplicable,ConflictEvent,multiple,Other,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
745,2020-07-27 00:00:00,SYR,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,2020-07-29 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
747,2020-07-29 00:00:00,MWI,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
748,2020-07-29 00:00:00,MEX,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,2020-07-29 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
750,2020-07-30 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
751,2020-07-30 00:00:00,PER,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,2020-07-30 00:00:00,ZAF,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,2020-08-01 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
754,2020-08-01 00:00:00,PHL,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,2020-08-02 00:00:00,CHN,COVIDEvent,NotApplicable,multiple,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,2020-08-03 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
757,2020-08-03 00:00:00,IND,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
759,2020-08-03 00:00:00,MWI,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,2020-08-04 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,2020-08-04 00:00:00,SUD,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,2020-08-05 00:00:00,AFG,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,2020-08-05 00:00:00,HTI,NotApplicable,ConflictEvent,multiple,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,2020-08-05 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,2020-08-06 00:00:00,LBY,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,2020-08-07 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,2020-08-08 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
768,2020-08-08 00:00:00,IDN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,2020-08-08 00:00:00,TTO,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,2020-08-09 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,2020-08-09 00:00:00,NGA,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,2020-08-09 00:00:00,BOL,COVIDEvent,NotApplicable,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,2020-08-10 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
774,2020-08-10 00:00:00,SSD,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,2020-08-11 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,2020-08-11 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,2020-08-12 00:00:00,IND,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
778,2020-08-12 00:00:00,MDG,NotApplicable,ConflictEvent,nonstateactor,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,2020-08-13 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,2020-08-13 00:00:00,CAF,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,2020-08-13 00:00:00,CHN,COVIDEvent,NotApplicable,civilian,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,2020-08-15 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,NoInformation,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,2020-08-17 00:00:00,YEM,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,2020-08-17 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,2020-08-17 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,2020-08-18 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
788,2020-08-18 00:00:00,SYR,NotApplicable,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,2020-08-20 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,2020-08-20 00:00:00,GRE,COVIDEvent,NotApplicable,civilian,Other,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791,2020-08-21 00:00:00,BFA,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,2020-08-21 00:00:00,COL,NotApplicable,ConflictEvent,stateforces,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,2020-08-21 00:00:00,IND,COVIDEvent,ConflictEvent,stateforces,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
794,2020-08-21 00:00:00,PSE,NotApplicable,ConflictEvent,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,2020-08-23 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,2020-08-23 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,2020-08-24 00:00:00,AFG,NotApplicable,ConflictEvent,nonstateactor,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,2020-08-25 00:00:00,YEM,NotApplicable,ConflictEvent,nonstateactor,ExplosiveWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,2020-08-26 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,2020-08-27 00:00:00,SYR,NotApplicable,ConflictEvent,nonstateactor,Firearm,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,2020-08-28 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,2020-08-28 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,2020-08-30 00:00:00,PSE,NotApplicable,ConflictEvent,stateforces,Other,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,2020-08-31 00:00:00,NGA,NotApplicable,ConflictEvent,nonstateactor,Firearm,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,2020-09-30 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,2020-09-13 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,2020-09-03 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,2020-09-01 00:00:00,AFG,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,2020-09-11 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,2020-09-10 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
812,2020-09-08 00:00:00,LBY,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,2020-09-12 00:00:00,NGA,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
814,2020-09-01 00:00:00,NGA,NotApplicable,ConflictEvent,noinformation,NoInformation,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
815,2020-09-17 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,2020-09-14 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,2020-09-04 00:00:00,PSE,NotApplicable,ConflictEvent,noinformation,NoWeapons,0.0,0.0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
